-0.07595614	-0.035457782	-0.03582224	0.0019398116	-0.37018648	0.49352658	-0.07056147	-0.015859324	-0.06846674	0.00789648	-0.029848343	-0.1561873	-0.027097376	0.0030127326	-0.10885932	-0.022359164
-0.040569555	-0.04884527	-0.15412813	0.025375651	-0.41953096	0.66498625	-0.012248788	0.013849515	-0.12610108	0.022528278	-0.09217238	-0.178574	0.101914324	-0.008596187	-0.028396178	-0.102250315
0.0056231306	-0.08383195	-0.123189345	-0.038787197	-0.5207225	0.5989156	0.04149815	0.08230852	-0.12711467	-0.0183624	-0.033484712	-0.21841195	0.018437605	0.0511333	0.008455179	-0.032284986
-0.0909264	-0.077763356	-0.11675249	0.027399423	-0.47687232	0.60950243	0.00452986	0.00541393	-0.07996724	0.022403035	-0.032214418	-0.17085424	0.008742453	0.016700467	-0.032260746	-0.009358186
-0.04885002	-0.011947995	-0.06414696	0.028718319	-0.5275216	0.47443038	-0.030831834	-0.03547373	-0.10454394	0.057353206	0.0010110367	-0.1195612	-0.02649411	-0.01452899	-0.08698419	-0.040546298
-0.07032332	-0.07015436	-0.13640013	0.057416305	-0.40895063	0.5817966	-0.072112486	-0.020654732	-0.09694643	0.09592733	-0.035298448	-0.19243062	0.052072972	-0.010654131	-0.03705068	-0.017637108
-0.011176601	-0.09129538	-0.11411924	0.03184959	-0.54560095	0.60831636	-0.08742563	0.022516007	-0.14465919	0.07045108	-0.005829774	-0.15202506	0.023271158	0.038873453	-0.038611624	-0.07095458
-0.072416656	-0.0059100795	-0.061398417	0.061611194	-0.31595552	0.4468369	-0.017185789	-0.04599897	-0.050840843	0.12644607	-0.042593554	-0.15384261	-0.016584506	-0.022932718	-0.063559204	-0.013987095
-0.012270404	-0.04180992	-0.048329987	0.0738153	-0.48543534	0.4779651	-0.07088005	0.039497916	-0.06289271	0.0771055	-0.027803164	-0.14359528	-0.029830188	0.010848167	-0.0709828	-0.06817518
0.016780984	-0.0709345	-0.18217488	0.0014253093	-0.38740996	0.5478659	0.068058	0.06944038	-0.0068491222	0.015917493	-0.04618936	-0.17688733	0.11839033	0.098630674	-0.042138804	-0.10140528
-0.06612017	-0.03991373	-0.1115643	0.022026174	-0.3827429	0.51250327	-0.064497516	0.024398532	-0.022371113	0.08481293	-0.027790936	-0.1349637	0.093222536	0.051384185	-0.103780776	-0.044887736
-0.07704523	-0.047861736	-0.1410113	0.07251386	-0.31959155	0.62962455	-0.061558563	0.03360643	-0.117046066	0.046517845	-0.042340472	-0.21539761	0.108682126	0.008479888	-0.047232833	-0.067434
-0.01109732	-0.10238244	-0.138563	0.052275468	-0.29996386	0.536322	0.01752921	-0.013383694	-0.075392425	0.07621627	-0.028364895	-0.14825186	0.057236854	-0.0440937	-0.07261452	-0.061891414
-0.08369093	0.015372823	-0.04632457	0.068236984	-0.2806608	0.43524173	-0.11315251	-0.044940654	-0.10547136	0.08358387	0.03716112	-0.08510358	-0.040993985	-0.11001631	-0.16371594	0.02957779
-0.013773117	-0.07161559	-0.14160661	0.038625315	-0.36853385	0.41537195	-0.013956014	0.059674356	-0.11154752	0.0060830284	-0.011249141	-0.17183596	0.040668685	0.08769403	0.015659506	-0.09028599
-0.086393714	-0.03818484	-0.02312999	0.055184007	-0.4684602	0.43136546	-0.07077235	0.00858868	-0.120113686	0.07022903	-0.0005545527	-0.14384525	-0.04524676	-0.0122902235	-0.09458139	-0.03467534
-0.07410056	-0.013066937	-0.11775312	0.021555834	-0.42730552	0.439562	-0.02331432	0.01489883	-0.12667899	0.057190843	0.0009391629	-0.16822277	0.062845975	-0.0007149183	-0.116040714	0.013510841
-0.1036414	-0.036097728	-0.13306458	0.057387076	-0.3061026	0.5833404	-0.08141661	-0.012803778	-0.0395274	0.07096102	-0.025785549	-0.18650435	0.06358952	-0.048936613	-0.12644516	0.02132931
